Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string,QID
Djuna Barnes,Djuna Barnes,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Djunabarnes.jpg,Condado de Orange,+1892-06-12T00:00:00Z,+1982-06-18T00:00:00Z,,,"El almanaque de las mujeres, El bosque de la noche",,10138,Q281
Dolores de Gortázar,Dolores de Gortázar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Dolores%20Gort%C3%A1zar.jpg,León,+1872-01-01T00:00:00Z,+1936-04-09T00:00:00Z,"Poesía, Traducción, Novela, Periodismo",,,,12305,Q282
Dolors Monserdà i Vidal,Dolors Monserdà i Vidal,España,http://commons.wikimedia.org/wiki/Special:FilePath/Sanguina%20de%20Llu%C3%AFsa%20Vidal%20de%20Dolors%20Monserd%C3%A0.png,Barcelona,+1845-07-10T00:00:00Z,+1919-03-31T00:00:00Z,"Poesía, Dramaturgia",,,,1338,Q283
Domingo Badía,Domingo Badía,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ali-bey.jpg,Barcelona,+1767-04-01T00:00:00Z,+1818-08-30T00:00:00Z,,,,,31528,Q284
Domingo Faustino Sarmiento,Domingo Faustino Sarmiento,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Sarmiento.jpg,San Juan,+1811-02-15T00:00:00Z,+1888-09-11T00:00:00Z,,,,,50,Q285
Domingo de Soto,Domingo de Soto,España,http://commons.wikimedia.org/wiki/Special:FilePath/DOMINGO%20DE%20SOTO016.JPG,Segovia,+1494-01-01T00:00:00Z,+1560-12-05T00:00:00Z,,Escuela de Salamanca,,,23826,Q286
Dylan Thomas,Dylan Thomas,Gales,http://commons.wikimedia.org/wiki/Special:FilePath/Dylan%20Thomas%20portrait.jpg,Swansea,+1914-10-27T00:00:00Z,+1953-11-09T00:00:00Z,,,,,41251,Q287
Dámaso Alonso,Dámaso Alonso,España,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%A1maso%20Alonso.jpg,Madrid,+1899-10-22T00:00:00Z,+1989-01-25T00:00:00Z,Poesía,,,"Premio Miguel de Cervantes, Premio Fastenrath, Premio Nacional de Poesía, Gran Cruz de la Orden Civil de Alfonso X el Sabio, Gran Cruz de la Orden El Sol del Perú, doctor honoris causa de la Universidad Nacional Mayor de San Marcos, Doctor honoris causa de la Universidad de Friburgo",3156,Q288
Edgar Allan Poe,Edgar Allan Poe,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Allan%20Poe%2C%20circa%201849%2C%20restored%2C%20squared%20off.jpg,Boston,+1809-01-19T00:00:00Z,+1849-10-07T00:00:00Z,"Ficción de detectives, Romanticismo oscuro, Literatura gótica",Romanticismo,"El cuervo, El pozo y el péndulo, Los crímenes de la calle Morgue, El gato negro, La narración de Arthur Gordon Pym, La carta robada, El corazón delator, El retrato oval, El escarabajo de oro, La caída de la Casa Usher, William Wilson",,416,Q289
Edgar Lee Masters,Edgar Lee Masters,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Edgar%20Lee%20Masters%202.png,Kansas,+1868-08-23T00:00:00Z,+1950-03-05T00:00:00Z,Epitafio,,,,74525,Q290
Edith Nesbit,Edith Nesbit,Inglaterra,http://commons.wikimedia.org/wiki/Special:FilePath/Nesbit.jpg,Londres,+1858-08-15T00:00:00Z,+1924-05-04T00:00:00Z,,,The Railway Children,,538,Q291
Edith Wharton,Edith Wharton,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Edith%20Newbold%20Jones%20Wharton.jpg,Nueva York,+1862-01-24T00:00:00Z,+1937-08-11T00:00:00Z,Novela romántica,,"La edad de la inocencia, La casa de la alegría,The Touchstone","Legión de Honor, Premio Pulitzer de Ficción, Salón Nacional de la Fama de Mujeres, caballero de la Legión de Honor",812,Q292
Edmund Spenser,Edmund Spenser,Reino de Inglaterra,http://commons.wikimedia.org/wiki/Special:FilePath/EdmundSpenser.jpg,Londres,+1552-01-01T00:00:00Z,+1599-01-13T00:00:00Z,,,La Reina Hada,,648,Q293
Edmundo O'Gorman,Edmundo O'Gorman,México,http://commons.wikimedia.org/wiki/Special:FilePath/EdmundoOGormantombDoloresDF.JPG.png,Coyoacán,+1906-11-24T00:00:00Z,+1995-09-28T00:00:00Z,,,,"Premio Nacional de Ciencias y Artes, Beca Guggenheim",3303,Q294
Edna Ferber,Edna Ferber,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Edna%20Ferber.jpg,Kalamazoo,+1887-08-15T00:00:00Z,+1968-04-16T00:00:00Z,Poesía,,Cimarrón,"Premio Pulitzer de Ficción, Salón de la Fama de las mujeres de Míchigan",839,Q295
Eduard Toda,Eduard Toda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eduard%20toda%20momia.jpg,Reus,+1855-01-09T00:00:00Z,+1941-04-26T00:00:00Z,,,,Gran Cruz de la Orden Civil de Alfonso XII,11323,Q296
Eduarda Mansilla,Eduarda Mansilla,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Eduarda%20Garc%C3%ADa-Mansilla..JPG,Buenos Aires,+1834-12-11T00:00:00Z,+1892-12-20T00:00:00Z,,,,,2773,Q297
Eduardo Acevedo Díaz,Eduardo Acevedo Díaz,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/EduardoAcevedoDiaz.jpg,Montevideo,+1853-04-20T00:00:00Z,+1921-06-18T00:00:00Z,"Novela, Ensayo, Cuento",Romanticismo,,,2776,Q298
Eduardo Barrios,Eduardo Barrios,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Barrios.jpg,Valparaíso,+1884-10-25T00:00:00Z,+1963-09-13T00:00:00Z,,,,"Premio Nacional de Literatura, Premio Atenea",3460,Q299
Eduardo Benot,Eduardo Benot,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Benot%2C%20en%20Hojas%20Selectas%2C%20septiembre%20de%201907.jpg,Cádiz,+1822-01-01T00:00:00Z,+1907-01-01T00:00:00Z,,,,,1469,Q300
Eduardo Blanco Amor,Eduardo Blanco Amor,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Blanco%20Amor.jpg,Orense,+1897-09-14T00:00:00Z,+1979-12-01T00:00:00Z,"Poesía, Teatro, Narrativa",,"A esmorga, Las musarañas",,40614,Q301
Eduardo Escalante,Eduardo Escalante,España,http://commons.wikimedia.org/wiki/Special:FilePath/Valensia%20a%20la%20matin%C3%A1.JPG,Valencia,+1834-01-01T00:00:00Z,+1895-01-01T00:00:00Z,,,,,1416,Q302
Eduardo Galeano,Eduardo Galeano,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Galeano%20%282858983926%29.jpg,Montevideo,+1940-09-03T00:00:00Z,+2015-04-13T00:00:00Z,,,"Las venas abiertas de América Latina, Memoria del fuego","Premios American Book, Premio Stig Dagerman, premio Manuel Vázquez Montalbán al periodismo deportivo, Premio José María Arguedas",33733,Q303
Eduardo González Lanuza,Eduardo González Lanuza,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Gonz%C3%A1lez%20Lanuza.JPG,Santander,+1900-07-11T00:00:00Z,+1984-07-17T00:00:00Z,Poesía,,,,36491,Q304
Eduardo Gutiérrez,Eduardo Gutiérrez,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Guti%C3%A9rrez.JPG,Buenos Aires,+1851-07-13T00:00:00Z,+1889-08-02T00:00:00Z,,,,,4924,Q305
Eduardo Lustonó,Eduardo Lustonó,España,http://commons.wikimedia.org/wiki/Special:FilePath/1883-09-09%2C%20Madrid%20C%C3%B3mico%2C%20de%20Cilla%2C%20Eduardo%20Luston%C3%B3%20%28cropped%29.jpg,Madrid,+1849-01-01T00:00:00Z,+1906-04-28T00:00:00Z,,,,,5281,Q306
Eduardo Mallea,Eduardo Mallea,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/EduardoMallea001.JPG,Bahía Blanca,+1903-08-14T00:00:00Z,+1982-11-12T00:00:00Z,"Novela, Ensayo, Cuento",,,,6622,Q307
Eduardo Marquina,Eduardo Marquina,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Marquina%2C%20de%20Audouard.jpg,Barcelona,+1879-01-21T00:00:00Z,+1946-11-21T00:00:00Z,Dramaturgia,,,"Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden Civil de Alfonso X el Sabio",45890,Q308
Eduardo Pérez Pujol,Eduardo Pérez Pujol,España,http://commons.wikimedia.org/wiki/Special:FilePath/Cebrian-eduardo%20perez%20pujol.jpg,Salamanca,+1830-03-06T00:00:00Z,+1894-03-09T00:00:00Z,,Krausismo español,,,35273,Q309
Eduardo Ugarte,Eduardo Ugarte,España,http://commons.wikimedia.org/wiki/Special:FilePath/Lorca%20y%20Ugarte%20creadores%20de%20la%20Barraca%2C%20con%20el%20uniforme%20de%20la%20compa%C3%B1%C3%ADa%2C%20mono%20azul%20con%20la%20insignia%20dise%C3%B1ada%20por%20Benjam%C3%ADn%20Palencia.%20Vigo%2C%20agosto%20de%201932.jpg,Fuenterrabía,+1900-01-01T00:00:00Z,+1955-12-30T00:00:00Z,Dramaturgia,,,,5691,Q310
Eduardo Zamacois,Eduardo Zamacois,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Zamacois.JPG,Pinar del Río,+1873-02-17T00:00:00Z,+1971-12-31T00:00:00Z,Novela,,,,5363,Q311
Edward Albee,Edward Albee,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Albee%201.jpg,Washington D. C.,+1928-03-12T00:00:00Z,+2016-09-16T00:00:00Z,,,"¿Quién teme a Virginia Woolf?, La cabra o ¿quién es Sylvia?","Premio Pulitzer de Teatro, Premio Nestroy, Premio Kennedy Center Honors, Medalla Nacional de las Artes, Premio Tony a la mejor obra, Premio Grammy al mejor álbum hablado, premio literario de la Universidad de San Luis",42605,Q312
Edward Bulwer-Lytton,Edward Bulwer-Lytton,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20George%20Earle%20Lytton%20Bulwer%20Lytton%2C%201st%20Baron%20Lytton%20by%20Henry%20William%20Pickersgill.jpg,Londres,+1803-05-25T00:00:00Z,+1873-01-18T00:00:00Z,"Novela histórica, Literatura de terror",,,,443,Q313
Edward Morgan Forster,Edward Morgan Forster,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/E.%20M.%20Forster%20von%20Dora%20Carrington%2C%201924-25.jpg,Londres,+1879-01-01T00:00:00Z,+1970-06-07T00:00:00Z,Realismo,Círculo de Bloomsbury,"Pasaje a la India, La mansión, Maurice","Premio James Tait Black, Premio Prometheus en la categoría Hall of Fame",849,Q314
Edwin O. Reischauer,Edwin O. Reischauer,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Oldfather%20Reischauer%2001.jpg,Tokio,+1910-10-15T00:00:00Z,+1990-09-01T00:00:00Z,,,,,43879,Q315
Efrén Rebolledo,Efrén Rebolledo,México,http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20Efr%C3%A9n%20Rebolledo.jpg,Actopan,+1877-01-01T00:00:00Z,+1929-01-01T00:00:00Z,,,,,10185,Q316
Eladio García Jove,Eladio García Jove,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eladio%20Garcia%20Jove.jpg,Pola de Laviana,+1859-12-17T00:00:00Z,+1925-02-21T00:00:00Z,,,,,90636,Q317
Eleanor H. Porter,Eleanor H. Porter,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/EleanorH.Porter.jpg,Littleton,+1868-12-19T00:00:00Z,+1920-05-21T00:00:00Z,Literatura infantil,,Pollyanna,,422,Q318
Elena Garro,Elena Garro,México,http://commons.wikimedia.org/wiki/Special:FilePath/Elena%20Garro.jpg,Puebla de Zaragoza,+1916-12-11T00:00:00Z,+1998-08-22T00:00:00Z,,Realismo mágico,"La culpa es de los tlaxcaltecas, Los recuerdos del porvenir",Premio Xavier Villaurrutia,9287,Q319
Eligio Ancona,Eligio Ancona,México,http://commons.wikimedia.org/wiki/Special:FilePath/Eligio%20Ancona.jpg,Mérida,+1835-11-30T00:00:00Z,+1893-04-03T00:00:00Z,,,,,2843,Q321
Elsa Maxwell,Elsa Maxwell,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Maxwell%2C%20Elsie%20-%20by%20Carl%20van%20Vechten.jpg,Nueva York,+1883-05-24T00:00:00Z,+1963-11-01T00:00:00Z,,,,,47341,Q322
Elvira Orphée,Elvira Orphée,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Elviraorphee.jpg,San Miguel de Tucumán,+1922-05-22T00:00:00Z,+2018-04-26T00:00:00Z,,,,Beca Guggenheim,74473,Q323
Elías Castelnuovo,Elías Castelnuovo,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Castelnuovo0.jpg,Montevideo,+1893-08-06T00:00:00Z,+1982-10-11T00:00:00Z,Poesía,,,,74534,Q324
Emili Teixidor,Emili Teixidor,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emili%20Teixidor%20-%202011-04-23%20-%20JTCurses.jpg,Roda de Ter,+1932-12-22T00:00:00Z,+2012-06-19T00:00:00Z,,,,"Cruz de Sant Jordi, Premio Lletra d'Or, Premio Crítica Serra d'Or de Literatura y Ensayo, Premio Nacional de Literatura de la Generalidad de Cataluña, Premio Nacional de Literatura Infantil y Juvenil, Premio Joan Crexells, premi Trajectòria",5078,Q325
Emili Vilanova y March,Emili Vilanova y March,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emili%20Vilanova%20i%20March.jpg,Barcelona,+1840-10-15T00:00:00Z,+1905-08-15T00:00:00Z,,,Del meu tros,,1204,Q326
Emilia Pardo Bazán,Emilia Pardo Bazán,España,http://commons.wikimedia.org/wiki/Special:FilePath/1921-05-21%2C%20La%20Esfera%2C%20Condesa%20de%20Pardo%20Baz%C3%A1n%2C%20Gamonal.jpg,La Coruña,+1851-09-16T00:00:00Z,+1921-05-12T00:00:00Z,"Novela, Cuento",Realismo literario,"La madre naturaleza, Los pazos de Ulloa, La Quimera, Insolación, La cuestión palpitante, La dama joven, Memorias de un solterón",,70,Q327
Emilia Serrano de Wilson,Emilia Serrano de Wilson,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilia%20Serrano%2C%20baronesa%20de%20Wilson%2C%20en%20La%20Ilustraci%C3%B3n%20Nacional.jpg,Granada,+1843-01-03T00:00:00Z,+1922-01-01T00:00:00Z,"Novela, Literatura de viajes",,,,14746,Q328
Emiliano Tejera,Emiliano Tejera,República Dominicana,http://commons.wikimedia.org/wiki/Special:FilePath/Emiliano%20Tejera%20Penson.jpg,Santo Domingo,+1841-09-21T00:00:00Z,+1923-01-09T00:00:00Z,,,,,10797,Q329
Emilio Bobadilla,Emilio Bobadilla,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Bobadilla.jpg,Cárdenas,+1862-06-24T00:00:00Z,+1921-01-01T00:00:00Z,,,,,1059,Q330
Emilio Carrere,Emilio Carrere,España,http://commons.wikimedia.org/wiki/Special:FilePath/1922-03-23%2C%20Flirt%2C%20Emilio%20Carrere%2C%20Tovar.jpg,Madrid,+1881-12-18T00:00:00Z,+1947-04-30T00:00:00Z,Poesía,,,,34440,Q331
Emilio Castelar,Emilio Castelar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Castelar%20Ripoll%201901%20Joaqu%C3%ADn%20Sorolla%20y%20Bastida.jpg,Cádiz,+1832-09-07T00:00:00Z,+1899-05-25T00:00:00Z,,,,,201,Q332
Emilio Ferrari,Emilio Ferrari,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Ferrari.jpg,Valladolid,+1850-01-01T00:00:00Z,+1907-01-01T00:00:00Z,Poesía,,,,6420,Q333
Emilio Gutiérrez Gamero,Emilio Gutiérrez Gamero,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Guti%C3%A9rrez%20Gamero%2C%20de%20Kaulak.jpg,Madrid,+1844-01-01T00:00:00Z,+1936-01-01T00:00:00Z,Novela,,,,56044,Q334
Emilio Nieto,Emilio Nieto,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Nieto%2C%20de%20Portela%20%28cropped%29.jpg,Madrid,+1845-01-01T00:00:00Z,+1906-02-18T00:00:00Z,,,,,19170,Q335
Emilio Rabasa,Emilio Rabasa,México,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Rabasa.jpg,Ocozocoautla de Espinosa,+1856-05-22T00:00:00Z,+1930-04-04T00:00:00Z,,,,Gran Cruz de la Orden El Sol del Perú,2850,Q336
Emilio Valverde Álvarez,Emilio Valverde Álvarez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Emilio%20Valverde%20%281886%29%20Plano%20y%20gu%C3%ADa%20de%20Alcal%C3%A1%20de%20Henares%2C%20Guadalajara%20y%20Sig%C3%BCenza.png,Manila,+1848-01-01T00:00:00Z,+1894-01-01T00:00:00Z,,,,,10618,Q337
Emily Brontë,Emily Brontë,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Emily%20Bront%C3%AB%20by%20Patrick%20Branwell%20Bront%C3%AB%20restored.jpg,Thornton,+1818-07-30T00:00:00Z,+1848-12-19T00:00:00Z,"Poesía, Literatura de Ficción",Romanticismo,"Cumbres Borrascosas, Poemas de Currer, Ellis y Acton Bell",,66092,Q338
Emir Rodríguez Monegal,Emir Rodríguez Monegal,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Generacion%20del%2045.jpg,Melo,+1921-07-28T00:00:00Z,+1985-11-14T00:00:00Z,Ensayo,Generación del 45,,,33622,Q339
Enric Valor,Enric Valor,España,http://commons.wikimedia.org/wiki/Special:FilePath/Enric%20Valor%20a%20Muro.jpg,Castalla,+1911-08-22T00:00:00Z,+2000-01-13T00:00:00Z,,,,"Cruz de Sant Jordi, Premio de Honor de las Letras Catalanas, Premios Valenciano del Año, doctor honoris causa por la Universidad de Alicante, doctor honoris causa por la Universidad de las Islas Baleares, doctor honoris causa por la Universidad de Valencia, doctor honoris causa por la Universidad Jaime I",37049,Q340
Enrique Amorim,Enrique Amorim,Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Amorim.JPG,Salto,+1900-07-25T00:00:00Z,+1960-07-28T00:00:00Z,Poesía,,,,36488,Q341
Enrique Anderson Imbert,Enrique Anderson Imbert,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20anderson%20imbert.jpg,Córdoba,+1910-02-12T00:00:00Z,+2000-12-06T00:00:00Z,,,,Beca Guggenheim,36489,Q342
Enrique Díez-Canedo,Enrique Díez-Canedo,España,http://commons.wikimedia.org/wiki/Special:FilePath/ENRIQUE%20DIEZ%20CA%C3%91EDO%201879%20-%201944%20ESCRITOR%20ESPA%C3%91OL%20%2813451192435%29.jpg,Badajoz,+1879-01-07T00:00:00Z,+1944-06-07T00:00:00Z,"Poesía, Ensayo",,,,1758,Q343
Enrique Gaspar,Enrique Gaspar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Gaspar%20y%20Rimbau%20%28ANC-1-402-N-7227%29.jpg,Madrid,+1842-03-02T00:00:00Z,+1902-09-07T00:00:00Z,Teatro,,El Anacronópete,,2599,Q344
Enrique Gil y Carrasco,Enrique Gil y Carrasco,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gil%20y%20Carrasco.jpg,Villafranca del Bierzo,+1815-07-15T00:00:00Z,+1846-02-22T00:00:00Z,Poesía,Romanticismo,,,276,Q345
Enrique González Martínez,Enrique González Martínez,México,http://commons.wikimedia.org/wiki/Special:FilePath/ENRIQUE%20GONZALEZ%20MARTINEZ%201871%20-%201952%20POETA%20MEXICANO%20%2813451188195%29.jpg,Guadalajara,+1871-04-13T00:00:00Z,+1952-02-19T00:00:00Z,,,,doctorado honoris causa por la Universidad Nacional Autónoma de México,10184,Q346
Enrique González Tuñón,Enrique González Tuñón,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Gonzalez%20Tu%C3%B1on.jpg,Buenos Aires,+1901-03-10T00:00:00Z,+1943-05-09T00:00:00Z,,,,,74390,Q347
Enrique Gómez Carrillo,Enrique Gómez Carrillo,Guatemala,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20G%C3%B3mez%20Carrillo.png,Ciudad de Guatemala,+1873-02-27T00:00:00Z,+1927-11-29T00:00:00Z,,,,,36374,Q348
Enrique Jardiel Poncela,Enrique Jardiel Poncela,España,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Jardiel%20Poncela.JPG,Madrid,+1901-10-15T00:00:00Z,+1952-02-12T00:00:00Z,"Novela, Teatro, Dramaturgia",,,,6632,Q349
Enrique José Varona,Enrique José Varona,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Jos%C3%A9%20Varona.gif,Camagüey,+1849-04-13T00:00:00Z,+1933-11-13T00:00:00Z,,,,,2170,Q350
Enrique Larreta,Enrique Larreta,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Larreta%201914%20%281%29.jpg,Buenos Aires,+1875-03-04T00:00:00Z,+1961-07-06T00:00:00Z,,,,Gran Cruz de la Orden Civil de Alfonso X el Sabio,8937,Q351
Enrique Pérez Escrich,Enrique Pérez Escrich,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Enrique%20P%C3%A9rez%20Escrich%2C%20por%20Ricardo%20Mar%C3%ADa%20Navarrete%20Fos%20%28Museo%20del%20Prado%29.jpg,Valencia,+1829-01-01T00:00:00Z,+1897-01-01T00:00:00Z,,,,,2754,Q352
Enrique Tierno Galván,Enrique Tierno Galván,España,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Tierno%20y%20Ram%C3%B3n%20Tamames%20%28cropped%29.jpg,Madrid,+1918-02-08T00:00:00Z,+1986-01-19T00:00:00Z,,,,"Gran Cruz de la Orden de Carlos III, Gran Cruz de la Orden Civil de Alfonso X el Sabio",93107,Q353
Enriqueta Arvelo Larriva,Enriqueta Arvelo Larriva,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20de%20enriqueta%20arvelo.jpg,Barinitas,+1886-03-22T00:00:00Z,+1963-01-01T00:00:00Z,,,,,4294,Q354
Eric Salzman,Eric Salzman,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Salzman%20Composer.jpg,Queens,+1933-09-08T00:00:00Z,+2017-11-12T00:00:00Z,Ópera,,,Programa Fulbright,46382,Q355
Ernest Hemingway,Ernest Hemingway,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/ErnestHemingway.jpg,Oak Park,+1899-07-21T00:00:00Z,+1961-07-02T00:00:00Z,"Prosa, Periodismo de opinión",,,"Premio Nobel de Literatura, Premio Pulitzer de Ficción, Medalla al Valor Militar, Estrella de Bronce, Orden de Carlos Manuel de Céspedes, Salón de la Fama de los Artistas de Florida",10481,Q356
Ernesto ''Che'' Guevara,Ernesto ''Che'' Guevara,Cuba,http://commons.wikimedia.org/wiki/Special:FilePath/CheHigh.jpg,Rosario,+1928-06-14T00:00:00Z,+1967-10-09T00:00:00Z,,,,"Orden de la Republica de Egipto, collar de la Orden del León Blanco",57708,Q357
Ernesto Sabato,Ernesto Sabato,España,http://commons.wikimedia.org/wiki/Special:FilePath/ErnestoSabato001.JPG,Rojas,+1911-06-24T00:00:00Z,+2011-04-30T00:00:00Z,"Poesía, Ensayo",,"El túnel, Abaddón el exterminador, Sobre héroes y tumbas","Premio Miguel de Cervantes, Premio Jerusalén, Premio Internacional Menéndez Pelayo, caballero de la Legión de Honor, doctor honoris causa por la Universidad de Murcia",2971,Q358
Ernesto de la Peña,Ernesto de la Peña,México,http://commons.wikimedia.org/wiki/Special:FilePath/Ernesto%20de%20la%20Pe%C3%B1a%20en%20su%20biblioteca.jpg,Ciudad de México,+1927-11-21T00:00:00Z,+2012-09-10T00:00:00Z,,,,"Medalla Belisario Domínguez del Senado de la República, Premio Nacional de Ciencias y Artes, Premio Xavier Villaurrutia, Premio Internacional Alfonso Reyes, Premio Internacional Menéndez Pelayo",70655,Q359
Estanislao Zeballos,Estanislao Zeballos,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/EstanislaoSZeballos.JPG,Rosario,+1854-07-27T00:00:00Z,+1923-10-04T00:00:00Z,,,,Gran Cruz de la Orden Civil de Alfonso XII,36509,Q360
Estanislao del Campo,Estanislao del Campo,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/EstanislaoDelCampo.JPG,Buenos Aires,+1834-02-07T00:00:00Z,+1880-10-06T00:00:00Z,,,Fausto,,46,Q361
Esteban  Echeverría,Esteban  Echeverría,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/EstebanEcheverria.jpg,Buenos Aires,+1805-09-02T00:00:00Z,+1851-01-19T00:00:00Z,,Romanticismo,,,77,Q362
Esteban Manuel de Villegas,Esteban Manuel de Villegas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Esteban%20Manuel%20de%20Villegas.jpg,La Rioja,+1589-02-05T00:00:00Z,+1669-09-03T00:00:00Z,,,,,30326,Q363
Esteban de Garibay,Esteban de Garibay,España,http://commons.wikimedia.org/wiki/Special:FilePath/Esteban%20Garibai.GIF,Mondragón,+1533-01-01T00:00:00Z,+1599-01-01T00:00:00Z,,,,,63057,Q364
Esteve Albert i Corp,Esteve Albert i Corp,España,http://commons.wikimedia.org/wiki/Special:FilePath/Estreve%20Albert%202.jpg,Dosrius,+1914-02-04T00:00:00Z,+1995-10-10T00:00:00Z,,,,Cruz de Sant Jordi,38393,Q365
Eugene Field,Eugene Field,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20Field%20-%20Project%20Gutenberg%20eText%2012984.jpg,San Luis,+1850-09-03T00:00:00Z,+1895-11-04T00:00:00Z,,,,,840,Q366
Eugene O'Neill,Eugene O'Neill,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20O%27Neill%201936.jpg,Nueva York,+1888-10-16T00:00:00Z,+1953-11-27T00:00:00Z,,,,"Premio Laurence Olivier, Premio Nobel de Literatura, Premio Pulitzer de Teatro",413,Q367
Eugeni Xammar,Eugeni Xammar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Xammar%20Berlin%201932.jpg,Barcelona,+1888-01-17T00:00:00Z,+1973-12-05T00:00:00Z,,,Seixanta anys d'anar pel món,Premio Crítica Serra d'Or de Literatura y Ensayo,82758,Q368
Eugenio Espejo,Eugenio Espejo,Quito,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenioespejo.jpg,Real Audiencia de Quito,+1747-02-21T00:00:00Z,+1795-12-27T00:00:00Z,,Ilustración,,,7367,Q369
Eugenio María de Hostos,Eugenio María de Hostos,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20EMdeHostos%20por%20Francisco%20Oller.jpg,Camuy,+1839-01-01T00:00:00Z,+1903-08-11T00:00:00Z,,,,,15269,Q370
Eugenio Montero Ríos,Eugenio Montero Ríos,España,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20Montero%20R%C3%ADos%201914.jpg,Santiago de Compostela,+1832-11-13T00:00:00Z,+1914-05-12T00:00:00Z,,,,"Caballero de la Orden del Toisón de Oro, Caballero del collar de la Orden de Carlos III, Gran Cruz de la Orden Civil de Alfonso XII",73280,Q371
